request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_197,5872768.25,not_affordable,not_recommended,none,,none,"Do not proceed with this request. Although IDR 5,872,768 is available today, the full IDR 50,939,000 cannot be completed safely within 90 days while keeping IDR 26,245,900."
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"Pay INR 185,800 today. This leaves at least INR 124,300 available over the next 90 days."
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use installments to spread IDR 23,674,000. This keeps at least IDR 25,359,500 available over the next 90 days."
request_200,18107950,not_affordable,not_recommended,none,,none,"Do not proceed with this request. Although IDR 18,107,950 is available today, the full IDR 21,717,000 cannot be completed safely within 90 days while keeping IDR 20,114,600."
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,"Pay IDR 23,997,000 today. This leaves at least IDR 17,304,500 available over the next 90 days."
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"Pay INR 123,900 today. This leaves at least INR 147,800 available over the next 90 days."
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use installments to spread EUR 1,442. This keeps at least EUR 1,400 available over the next 90 days."
request_204,588.74,affordable_now,full_payment,2026-01-04:588.74,2026-01-04,none,"Pay EUR 589 today. This leaves at least EUR 1,300 available over the next 90 days."
request_205,7860299.99,affordable_later,wait,2024-04-14:10621000,2024-04-14,none,"Pay IDR 10,621,000 in full on 2024-04-14. Paying earlier would take the balance below the IDR 13,994,300 minimum."
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use installments to spread EUR 1,405. This keeps at least EUR 900 available over the next 90 days."
request_207,7838.6,not_affordable,not_recommended,none,2026-08-14,none,"Do not proceed with this request. Although ZAR 7,839 is available today, the full ZAR 11,830 cannot be completed safely within 90 days while keeping ZAR 13,600."
request_208,4413000,affordable_now,full_payment,2024-06-07:4413000,2024-06-07,none,"Pay IDR 4,413,000 today. This leaves at least IDR 10,470,700 available over the next 90 days."
request_209,0,not_affordable,not_recommended,none,,none,"Do not proceed with this request. None of the available options keeps the ZAR 18,400 minimum protected within 90 days."
request_210,1360.02,affordable_with_plan,installments,2026-04-06:471.48|2026-05-04:471.48|2026-06-01:471.48,2026-04-06,none,"Use installments to spread USD 1,360. This keeps at least USD 2,000 available over the next 90 days."
request_211,0,not_affordable,not_recommended,none,,none,"Do not proceed with this request. None of the available options keeps the EUR 1,500 minimum protected within 90 days."
request_212,17470499.99,not_affordable,not_recommended,none,2025-04-15,none,"Do not proceed with this request. Although IDR 17,470,500 is available today, the full IDR 71,934,000 cannot be completed safely within 90 days while keeping IDR 29,579,800."
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use installments to spread USD 3,362. This keeps at least USD 2,100 available over the next 90 days."
request_214,69750,affordable_with_plan,installments,2024-12-04:36270|2025-01-01:36270,2024-12-04,none,"Use installments to spread INR 69,750. This keeps at least INR 174,900 available over the next 90 days."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use installments to spread ZAR 29,986. This keeps at least ZAR 15,700 available over the next 90 days."
request_216,994.8,affordable_later,wait,2026-08-14:3332.4,2026-08-14,none,"Pay USD 3,332 in full on 2026-08-14. Paying earlier would take the balance below the USD 1,800 minimum."
request_217,0,not_affordable,not_recommended,none,,none,"Do not proceed with this request. None of the available options keeps the ZAR 26,800 minimum protected within 90 days."
request_218,24252914.8,not_affordable,not_recommended,none,2025-09-14,none,"Do not proceed with this request. Although IDR 24,252,915 is available today, the full IDR 61,142,000 cannot be completed safely within 90 days while keeping IDR 34,477,200."
request_219,0,not_affordable,not_recommended,none,,none,"Do not proceed with this request. None of the available options keeps the EUR 1,100 minimum protected within 90 days."
request_220,0,not_affordable,not_recommended,none,,none,"Do not proceed with this request. None of the available options keeps the EUR 1,100 minimum protected within 90 days."
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Pay INR 109,800 today. This leaves at least INR 81,500 available over the next 90 days."
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Pay ZAR 34,078 today. This leaves at least ZAR 27,300 available over the next 90 days."
request_223,759.4,affordable_later,wait,2024-10-15:898.7,2024-10-15,none,Pay EUR 899 in full on 2024-10-15. Paying earlier would take the balance below the EUR 800 minimum.
request_224,10327000,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-04,none,"Use installments to spread IDR 10,327,000. This keeps at least IDR 22,187,600 available over the next 90 days."
request_225,14739409.6,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-07-15,none,"Use installments to spread IDR 22,059,000. This keeps at least IDR 17,670,700 available over the next 90 days."
request_226,0,not_affordable,not_recommended,none,,none,"Do not proceed with this request. None of the available options keeps the INR 209,400 minimum protected within 90 days."
request_227,0,not_affordable,not_recommended,none,,none,"Do not proceed with this request. None of the available options keeps the INR 62,900 minimum protected within 90 days."
request_228,7643700,not_affordable,not_recommended,none,,none,"Do not proceed with this request. Although IDR 7,643,700 is available today, the full IDR 63,327,000 cannot be completed safely within 90 days while keeping IDR 26,191,200."
request_229,745.52,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-03-16,none,"Use installments to spread EUR 1,527. This keeps at least EUR 1,000 available over the next 90 days."
request_230,2785.75,not_affordable,not_recommended,none,,none,"Do not proceed with this request. Although EUR 2,786 is available today, the full EUR 3,538 cannot be completed safely within 90 days while keeping EUR 2,000."
request_231,35706,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,"Use installments to spread ZAR 35,706. This keeps at least ZAR 24,300 available over the next 90 days."
request_232,1118.39,affordable_later,wait,2024-06-14:1970.1,2024-06-14,none,"Pay EUR 1,970 in full on 2024-06-14. Paying earlier would take the balance below the EUR 2,400 minimum."
request_233,0,not_affordable,not_recommended,none,,none,"Do not proceed with this request. None of the available options keeps the IDR 10,365,700 minimum protected within 90 days."
request_234,510.23,affordable_later,wait,2026-07-15:1213.3,2026-07-15,none,"Pay EUR 1,213 in full on 2026-07-15. Paying earlier would take the balance below the EUR 700 minimum."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967 today. This leaves at least USD 700 available over the next 90 days.
request_236,10835699.99,not_affordable,not_recommended,none,2025-04-15,none,"Do not proceed with this request. Although IDR 10,835,700 is available today, the full IDR 52,383,000 cannot be completed safely within 90 days while keeping IDR 16,768,600."
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"Pay IDR 23,826,000 today. This leaves at least IDR 22,431,500 available over the next 90 days."
request_238,428.46,not_affordable,not_recommended,none,,none,"Do not proceed with this request. Although USD 428 is available today, the full USD 664 cannot be completed safely within 90 days while keeping USD 700."
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay USD 642 today. This leaves at least USD 600 available over the next 90 days.
request_240,29279.99,affordable_with_plan,partial_payment,2026-01-06:29279.99|2026-03-15:71920.01,2026-03-15,none,"Pay INR 29,280 today and the remaining balance on the earliest safe date. This keeps at least INR 52,800 available."
request_241,21052000,not_affordable,not_recommended,none,2024-03-03,none,"Do not proceed with this request. Although IDR 21,052,000 is available today, the full IDR 21,052,000 cannot be completed safely within 90 days while keeping IDR 19,252,000."
request_242,0,not_affordable,not_recommended,none,,none,Do not proceed with this request. None of the available options keeps the EUR 600 minimum protected within 90 days.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Pay ZAR 17,468 today. This leaves at least ZAR 19,900 available over the next 90 days."
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Pay ZAR 49,918 today. This leaves at least ZAR 45,900 available over the next 90 days."
request_245,61149.99,affordable_later,wait,2025-11-14:128500,2025-11-14,none,"Pay INR 128,500 in full on 2025-11-14. Paying earlier would take the balance below the INR 94,600 minimum."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use installments to spread ZAR 64,086. This keeps at least ZAR 39,300 available over the next 90 days."
request_247,2.7,not_affordable,not_recommended,none,,none,"Do not proceed with this request. Although EUR 3 is available today, the full EUR 1,059 cannot be completed safely within 90 days while keeping EUR 1,300."
request_248,0,not_affordable,not_recommended,none,,none,"Do not proceed with this request. None of the available options keeps the USD 1,300 minimum protected within 90 days."
request_249,0,not_affordable,not_recommended,none,,none,Do not proceed with this request. None of the available options keeps the USD 600 minimum protected within 90 days.
request_250,20880.2,not_affordable,not_recommended,none,,none,"Do not proceed with this request. Although ZAR 20,880 is available today, the full ZAR 124,278 cannot be completed safely within 90 days while keeping ZAR 35,300."
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,"Do not proceed with this request. Although EUR 1,514 is available today, the full EUR 1,514 cannot be completed safely within 90 days while keeping EUR 1,300."
request_252,9040199.99,affordable_later,wait,2026-08-14:28082000,2026-08-14,none,"Pay IDR 28,082,000 in full on 2026-08-14. Paying earlier would take the balance below the IDR 15,152,200 minimum."
request_253,1909.56,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-03-16,none,"Use installments to spread EUR 2,840. This keeps at least EUR 2,300 available over the next 90 days."
request_254,0,not_affordable,not_recommended,none,,none,"Do not proceed with this request. None of the available options keeps the USD 2,500 minimum protected within 90 days."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Pay IDR 3,345,000 today. This leaves at least IDR 9,813,900 available over the next 90 days."
request_256,192683.27,not_affordable,not_recommended,none,2024-06-14,none,"Do not proceed with this request. Although INR 192,683 is available today, the full INR 218,700 cannot be completed safely within 90 days while keeping INR 168,600."
request_257,257.2,affordable_later,wait,2025-12-15:1352.4,2025-12-15,none,"Pay USD 1,352 in full on 2025-12-15. Paying earlier would take the balance below the USD 1,600 minimum."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,"Pay USD 1,114 today. This leaves at least USD 500 available over the next 90 days."
request_259,571.29,affordable_later,wait,2024-09-14:935,2024-09-14,none,Pay EUR 935 in full on 2024-09-14. Paying earlier would take the balance below the EUR 600 minimum.
request_260,4037500,not_affordable,not_recommended,none,,none,"Do not proceed with this request. Although IDR 4,037,500 is available today, the full IDR 52,079,000 cannot be completed safely within 90 days while keeping IDR 20,727,700."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,"Pay EUR 1,830 today. This leaves at least EUR 1,500 available over the next 90 days."
request_262,0,not_affordable,not_recommended,none,,none,"Do not proceed with this request. None of the available options keeps the IDR 31,018,500 minimum protected within 90 days."
request_263,13045.99,not_affordable,not_recommended,none,2025-07-14,none,"Do not proceed with this request. Although ZAR 13,046 is available today, the full ZAR 51,546 cannot be completed safely within 90 days while keeping ZAR 24,100."
request_264,41989.99,affordable_later,wait,2026-05-14:111300,2026-05-14,none,"Pay INR 111,300 in full on 2026-05-14. Paying earlier would take the balance below the INR 59,500 minimum."
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"Pay INR 45,970 today. This leaves at least INR 189,700 available over the next 90 days."
request_266,935,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,Use installments to spread EUR 935. This keeps at least EUR 900 available over the next 90 days.
request_267,1925,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-05,none,"Use installments to spread EUR 1,925. This keeps at least EUR 1,500 available over the next 90 days."
request_268,1134.51,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-06-14,none,"Use installments to spread EUR 2,427. This keeps at least EUR 1,400 available over the next 90 days."
request_269,0,not_affordable,not_recommended,none,,none,"Do not proceed with this request. None of the available options keeps the ZAR 23,100 minimum protected within 90 days."
request_270,0,not_affordable,not_recommended,none,,none,"Do not proceed with this request. None of the available options keeps the USD 1,400 minimum protected within 90 days."
request_271,0,not_affordable,not_recommended,none,,none,"Do not proceed with this request. None of the available options keeps the INR 58,200 minimum protected within 90 days."
request_272,2454723.99,not_affordable,not_recommended,none,,none,"Do not proceed with this request. Although IDR 2,454,724 is available today, the full IDR 13,585,000 cannot be completed safely within 90 days while keeping IDR 7,508,600."
request_273,12228399.99,affordable_with_plan,partial_payment,2026-04-07:12228399.99|2026-04-14:3632600.01,2026-04-14,none,"Pay IDR 12,228,400 today and the remaining balance on the earliest safe date. This keeps at least IDR 18,774,600 available."
request_274,2713.7,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-04,none,"Use installments to spread EUR 2,714. This keeps at least EUR 1,800 available over the next 90 days."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Pay IDR 15,884,000 today. This leaves at least IDR 12,760,100 available over the next 90 days."
